Spanish,Polish
pervertido,zboczeniec
obedecer,przestrzegać
mentido,Kłamstwo
matara,zabije
llamarla,nazwać
jade,jadeit
entienda,w sklepie
ego,ego
echó,wyrzucił
considero,uważany za
cobardes,tchórze
césped,trawa
capullo,kokon
baños,łazienki
supervivencia,przetrwanie
soñado,marzyć o
separados,rozdzielony
respirando,oddechowy
nicole,Nicole
negras,Czarny
leonard,Leonard
kirsten,Kirsten
keith,Keith
jorel,Jorel
infantería,piechota
identificado,zidentyfikowane
honesta,uczciwy
hambriento,głodny
escribo,piszę
dodgeball,gra w dwa ognie
despedirme,Powiedz do widzenia
demos,dema
cortesía,kurtuazja
colonia,Kolonia
ayudes,pomoc
amiguito,Przyjaciel
alfa,alfa
temen,Boją się
suéltenme,Zabierz mnie stąd
sensacional,rewelacyjny
sacarle,Wydobądź go
prostitutas,Prostytutki
pondrás,Umieścicie
literalmente,dosłownie
licor,likier
juzgar,sędzia
equilibrio,balansować
envíen,Wysłać
entregado,dostarczony
corazon,serce
consulta,konsultacja
boxeador,bokser
bahía,zatoka
alicia,Alicia
vince,Vince
usen,używać
taller,warsztat
sparrow,Wróbel
rompiste,złamałeś
quitaron,Usunęli
patatas,ziemniaki
operar,działać
mochila,plecak
interesada,zainteresowany
inspiración,Inspiracja
explicaré,wyjaśnię
estuviese,byłam
enero,Styczeń
cumple,zgodne
claudia,Claudia
bubber,Bubber
lógico,logiczny
lester,Lester
islas,Wyspy
insignificante,nieistotny
hermandad,Braterstwo
goma,gumka do mazania
franco,Szczery
duermes,Śpisz
chimenea,komin
trataron,Próbowali
tardará,To zajmie
sky,Niebo
sábanas,Arkusze łóżka
ring,Pierścień
polo,Polak
podia,mógł
perspectiva,perspektywiczny
papás,ziemniaki
ministerio,ministerstwo
gesto,gest
fumando,palenie
elena,Elena
disfrutando,Ciesząc
diego,Diego
debas,musisz
culpar,winić
atreve,odważyć się
arriesgar,ryzyko
arabia,Arabia
antonio,Antonio
vital,niezbędny
túneles,Tunele
transferencia,przenosić 
suicidó,Samobójstwo
sucios,brudny
seguida,poszedł za nimi
regresamos,wróciliśmy
recibirá,otrzyma
oculto,ukryty
honorable,honorowy
hmm,HMM
generaciones,pokolenia
escolar,szkoła
dámela,Daj to
controlado,sprawdzony
constantemente,stale
cheques,Czeki
bromeo,Brome
australia,Australia
asegurarnos,Upewnić się
apetito,apetyt
vivió,żył
vías,Sposoby
south,Południe
robbie,Robbie
piden,Pytają
órbita,orbita
manzanas,jabłka
interesantes,Ciekawy
herir,zraniony
hawai,Hawaje
graham,Graham
exámenes,egzaminy
enfadada,zły
donnie,Donnie
cuadras,Bloki
cometí,Zobowiązałem się
colorado,Kolorado
asia,Azja
término,termin
síndrome,zespół
refrigerador,lodówka
randy,Krzykliwy
ofrezco,Oferuję
natalie,Natalie
mentiste,skłamałeś
mecanismo,mechanizm
manejarlo,zajmij się tym
especialista,specjalista
denny,Denny
dejarlos,Zostaw ich
crucero,rejs
bruno,Bruno
avísame,daj mi znać
ardiendo,w ogniu
stuart,Stuart
saludar,powitać
pearl,Perła
papito,tatuś
oficio,stanowisko
metieron,Włożyli
kenny,Kenny
harrison,Harrison
hail,Grad
estadounidenses,Amerykanie
divertirnos,baw się dobrze
cuentan,Oni mówią
tucker,Wielkie żarcie
toneladas,mnóstwo
tobillo,kostka
técnico,techniczny
saudita,Saudyjska
salvador,Zbawiciel
sabré,będę wiedzieć
presta,pożyczać
paula,Paula
ordenar,zamówienie
naciste,Urodziłeś się
mostró,On pokazał
moderna,Nowoczesny
mito,mit
juramento,przysięga
island,Wyspa
garras,pazury
dallas,Dallas
consejero,doradca
confusión,dezorientacja
christopher,Krzysztof
aguarda,Czekać
vuestras,twój
ventas,obroty
tiffany,Muślin
sirviente,sługa
sierra,pasmo górskie
serios,poważny
sawyer,Tracz
pónganse,Włączać
perderte,tracę cię
juegan,oni grają
indicado,wskazany
entrenado,przeszkolony
enteré,Dowiedziałem się
enhorabuena,Gratulacje
cuba,Kuba
cruce,przejście
crean,Uważają
contarme,Powiedz mi
cancelar,Anulować
callar,uciszyć
aceptarlo,Zaakceptuj to
suite,przymierzalnia
soñar,marzenie
provisiones,zaprowiantowanie
preferido,ulubiony
normas,zasady
mitchell,Mitchell
mientas,chwila
mandé,Co
mandado,wysłano
llámeme,Zadzwoń
huella,odcisk palca
gilipollas,dupek
fingiendo,udawanie
eterno,wieczny
escopeta,strzelba
elvis,Elvis
divertirse,baw się dobrze
distintos,różny
desesperado,zdesperowany
bailarina,tancerz
alimentar,karmić
adora,Miłość
simpático,Ładny
ridícula,śmieszny
respetar,szacunek
rabia,Wściekłość
presentó,przedstawione
poderosos,potężny
pito,gwizdać
perla,Perła
pendiente,kolczyk
maestros,Nauczyciele
humanas,człowiek
estare,będę
escuchame,Posłuchaj mnie
entere,odkrycie
bésame,Pocałuj mnie
amelia,Amelia
suicida,samobójstwo
suelten,uwolnienie
sobrina,siostrzenica
presentarte,przedstawić cię
padrino,ojciec chrzestny
fractura,pęknięcie
explicarte,Wyjaśnić
escuches,Ty słuchasz
envío,wysyłka
enterrar,pogrzebać
destrozado,rozbity
dejarle,zostaw go
connie,Connie
condicional,warunkowy
cometió,Zobowiązał się
avergonzado,zawstydzony
artículos,artykuły
amenazas,Zagrożenia
victima,ofiara
val,val
trevor,Trevor
símbolos,symbolika
scotty,Scotty
saltó,skok
repetir,powtarzać
pelos,owłosienie
organizado,zorganizowany
novato,rekrut
localizar,zlokalizować
lindas,Ładny
intentan,Oni próbują
estara,będzie
enamorados,zakochany
discutiendo,kłótnia
clem,Clem
cajón,szuflada
aliados,Sojusznicy
águila,orzeł
sugiere,wskazuje
sexto,szósty
retirarse,wycofywanie się
reciente,ostatni
protector,ochronny
presos,więźniowie
pike,Szczupak
pidieron,Zapytali
nemo,Nemo
mide,mierzyć
materia,temat
hueón,Hueon
gentil,Pogan
frankenstein,Frankenstein
evidente,oczywisty
enlace,połączyć
dorado,złoty
discúlpenme,Ujawnić mnie
dejare,opuszczę
conclusión,wniosek
competir,konkurować
auténtico,autentyczny
anuncios,reklamy
afortunadamente,Na szczęście
siesta,pstryknąć
sentidos,rozsądek
principales,główny
mátame,Zabij mnie
leland,Laland
hallé,znalazłem
girar,kręcić się
extraterrestre,obcy
egipto,Egipt
canciller,kanclerz
verne,Verne
valores,wartości
vader,Vader
recibiste,Czy otrzymaliście
quítense,Startować
protocolo,protokół
preocuparme,martwić się
pacto,przymierze
nora,Nora
módulo,moduł
inteligentes,mądry
imaginaba,wyobraziłem sobie
huracán,huragan
dejaba,wyszedłem
canales,Kanały
buscaremos,Będziemy szukać
botellas,butelki
billones,Miliard
atraparlo,Złap to
arrestar,aresztować
acento,akcent
accidentes,Wypadki
vientre,brzuch
tomaría,to zajmie
tokio,Tokio
timón,ster
tabla,tablica
sacando,Wyjmowanie
pintar,farba
particularmente,w szczególności
palma,palma
organizar,zorganizować
llevarán,Będą nosić
llamaría,zadzwoniłby
irlandés,Irlandczyk
esperes,Czekać
crecí,urosłem
as,as
agarró,złapać
voluntario,wolontariusz
vivirá,będzie żył
vigilar,Uważaj
vestíbulo,lobby
soltar,uwolnienie
siguientes,następny
residentes,mieszkańcy
leíste,Czytasz
halliburton,Halliburton
hacha,topór
felicito,Gratuluję
enojar,gniew
ejercicios,Ćwiczenia
dwight,Dwight
drogado,odurzony
charley,Charley
cagar,gówno
traducido,przetłumaczony
suplico,błagam
sd,Sd
salario,wynagrodzenie
préstamo,pożyczka
mensajero,Kurier dostawy
jen,Jen
granjero,rolnik
filosofía,filozofia
faltaba,Brakowało
explosivo,materiał wybuchowy
diagnóstico,diagnoza
cardíaco,sercowy
cady,Cady
bosques,Lasy
acabé,Skończone
tomate,pomidor
quitarle,na wynos
magneto,magnes
lance,rzucić
huyó,On uciekł
hilo,nitka
hablará,aby porozmawiać z
gemelos,Bliźnięta
eligió,wybrany
doler,ranić
dificultades,trudności
concentración,stężenie
caroline,Karolina
artistas,Artyści
aceptas,Akceptujesz
acabando,kończy się
vaughn,Vaughn
umbrella,parasol
torpe,niezdarny
sobrevivientes,Ocaleni
saldrás,Wyjdziesz
región,region
produce,produkuje
post,Post
obsesionado,Obsesja
descubre,odkryć
cerró,wzgórze
cayeron,Upadli
casé,Ożeniłem się
bell,Dzwonek
automóvil,samochód
atiende,uczęszcza
world,Świat
voló,latał
ruinas,gruzy
orilla,Bank
nelson,Nelson
mañanas,Poranki
magnífica,Wspaniały
excitante,ekscytujący
enseñarles,Naucz ich
comenzaron,Zaczęli
cerradas,Zamknięte
celosa,zazdrosny
batallón,batalion
atrae,przyciąga
apresúrate,Pośpiesz się
rojos,Czerwony
ofender,obrazić
novela,powieść
nazis,Naziści
muros,Ściany
limpias,Czysty
espectacular,spektakularny
empiecen,Początek
cortina,kurtyna
construido,wybudowany
comerciales,handlowy
chaval,dziecko
cadenas,więzy
botones,guziki
arrogante,arogancki
vendo,sprzedaję
tuviéramos,Mieliśmy
tocaba,grał
situaciones,sytuacje
semental,ogier
responsables,odpowiedzialny
reportes,Raporty
muestran,pokazywać
facultad,Wydział
envidia,zazdrość
emocionado,podekscytowany
disposición,zaopatrzenie
diremos,Powiemy
dejarnos,Zostaw nas
deberiamos,powinniśmy
conquistar,podbić
bonitos,Ładny
blake,Blake
averigua,Dowiadywać się
almohada,poduszka
activo,zaleta
abuelita,babunia
vitales,niezbędny
verse,Zobacz siebie
traicionado,zdradzony
teresa,Teresa
soñé,Marzyłem
roba,ukraść
moderno,nowoczesny
manta,koc
lidiar,radzić sobie
joda,Joda
despejen,jasne
comunista,komunistyczny
cliff,Klif
claude,Claude
aprendiendo,uczenie się
tirando,ciągnięcie
suiza,szwajcarski
pita,Pita
pensaron,Myśleli
nudos,węzły
muestre,pokazywać
molestado,zmartwiony
llora,płacz
hembra,Kobieta
finn,Fin
eternamente,wiecznie
enron,Enron
duermas,Spać
disparan,Wyzwalają
creerá,uwierzy
colgado,Załadany
bishop,Biskup
beach,Plaża
arrestaron,Aresztowali
archer,Łucznik
acusación,oskarżenie
viajando,Podróżny
tremenda,Ogromny
thorn,Cierń
spoon,łyżka
simples,prosty
servirle,podać mu
planea,Plan
negar,zaprzeczyć
necesitabas,Potrzebowałeś
mordido,ugryziony
miguel,Miguel
lecciones,Lekcje
insectos,owady
imaginado,wyobrażone
harvey,Harvey
habríamos,Mielibyśmy
fallar,ponieść porażkę
escudos,Tarcze
diviértete,baw się dobrze
crece,rośnie
combatir,walka
canto,śpiewanie
bichos,błędy
atacando,napadający
apestoso,śmierdzące
alexander,Aleksander
aiguien,Aiguien
visa,wiza
times,Czasy
sun,Słońce
retirar,wycofać
persigue,Realizować
ooh,ooh
michigan,Michigan
leerlo,czytając to
judy,Judy
investigador,badacz
fan,wentylator
falsos,FAŁSZ
echarle,rzucić
dire,ja powiem
cuide,Dbać o siebie
comemos,jemy
broadway,Broadway
brenda,Brenda
transmisor,nadajnik
servido,podawane
salchichas,kiełbaski
récord,nagrywać
raíces,nieruchomość
propongo,Proponuję
oficinas,Biura
neo,Neo
navegar,przeglądać
llevarnos,Zabierz nas
lastima,szkoda
granero,stodoła
ginebra,Genewa
genovia,Genovia
evidencias,Dowód
enseñarme,Naucz mnie
dejaras,Opuścisz
dañado,uszkodzony
cuentes,Liczyć
bandas,Zespoły
avancen,Zopinądzą
ángulo,kąt
ancianos,seniorzy
activado,aktywowany
acceder,mieć dostęp
varón,Mężczyzna
sociales,społeczny
set,ustawić
sake,powód
saddam,Saddam
recuperado,odzyskany
quedarán,Pozostaną
porfavor,Proszę
navaja,brzytwa
muñeco,LALKA
milord,milord
manchas,plamy
escuchamos,słyszymy
entremos,Wejdźmy
cosmos,kosmos
conservar,trzymać
condesa,hrabina
ataúd,trumna
antena,antena
anciana,staruszka
ademas,Oprócz
toro,byk
subido,załadowany
sígame,Chodź za mną
recoge,zbierać
quemando,palenie
preguntaré,zapytam
pondría,postawiłbym
pensión,emerytura
panel,płyta
muriera,chciałbym umrzeć
llegarás,Przybędziesz
inversión,inwestycja
hablen,Rozmawiać
geniales,Świetnie
genética,genetyka
funciones,Funkcje
filadelfia,Filadelfia
enfermería,Pielęgniarstwo
ellie,Ellie
destruye,zniszczyć
destruirlo,zniszczyć ją
cargamento,ładunek
calmado,uspokoił się
cabe,Pasuje
billete,bilet
asustó,przestraszony
aparecen,Pojawiają się
aléjese,Uciec
ta,ta
recuperación,powrót do zdrowia
portada,pierwsza strona
mojado,mokry
método,metoda
masiva,Masywny
martillo,młotek
hospitales,szpitale
helsing,Helsing
hallaron,Znaleźli
hallamos,Znaleźliśmy
fax,faks
exacta,dokładny
estrés,stres
empezaste,Ty zacząłeś
echaron,Rzucili
cuidados,opieka
creíste,Uwierzyłeś
conteste,Odpowiedź
avisar,ostrzegać
atraparon,Oni złąpali
arizona,Arizona
viaja,podróże
terrorismo,terroryzm
tarado,Tarado
salchicha,kiełbasa
pum,pum
peste,plaga
niego,Odrzucam
morgue,kostnica
misteriosa,Tajemniczy
miseria,nieszczęście
mantenimiento,konserwacja
malentendido,niezrozumiany
lake,Jezioro
justamente,raczej
iniciar,Początek
escondiendo,ukrywanie
cambiaste,Zmieniłaś
caerá,upadnie
bóveda,sklepienie
billetera,portfel
amamos,kochamy
unirse,dołączyć
soltera,singielka
mesas,Tabele
marte,Mars
logra,osiąga
indican,wskazać
imagínate,domyśl
gusanos,robaki
grabación,nagranie
fuegos,pożary
firmada,podpisane
experiencias,doświadczenie
editor,redaktor
asilo,przytułek
venid,przychodzić
vendrías,Ty byś przyszedł
utiliza,używać
tte,tte
tórax,klatka piersiowa
significan,Mają na myśli
saludo,Powitanie
ordenado,czysty
dales,daj im
cuchillos,noże
beba,Drink
barril,beczka
archie,Archie
algodón,bawełna
ajedrez,szachy
acostarte,Iść do łóżka
reno,renifer
quentin,Quentin
paolo,Paolo
llévenselo,Weź to
ligero,światło
inusual,niezwykłe
gases,Gazy
estadio,stadion
desee,chcieć
convención,Konwencja
circuito,okrążenie
azar,losowy
atrapa,Złapać
asumo,Zakładam
test,test
termines,Skończysz
spiderman,Człowiek Pająk
rex,Rex
reunir,poznać
pratt,Pratt
posee,ma
lenta,powolny
kilo,kilogram
inyección,zastrzyk
ingeniero,inżynier
entres,ENTRES
drama,dramat
derrotar,pokonać
dedica,dedykować
criado,uniesiony
consuelo,komfort
conocidos,znany
comeré,zjem
calzoncillos,slipy
calmate,Spokojnie
bobo,głupiec
bastantes,wystarczająco 
bajado,poszedł w dół
ayudarles,Pomóc im
afecto,chętny
recto,prosty
rebelión,bunt
pinturas,Malatura
one,Jeden
murio,zmarł
gus,Gus
grabar,grawerować
durar,Zakres
culpables,winny
cómico,śmieszny
betsy,Betsy
bendita,Błogosławiony
artificial,sztuczny
agradecer,dziękować
adelantado,zaawansowany
acabemos,Zakończmy
viki,Viki
valen,Są warte
talentos,talenty
separado,oddzielny
pusimos,Kładziemy
menú,menu
manténganse,Trzymać
leigh,Leigh
juguemos,Zagrajmy
janet,Janet
gral,Gral
demora,opóźnienie
democracia,demokracja
cuelga,wiszące
cruzado,skrzyżowane
cristiano,chrześcijanin
chapman,Domokrążca
caramelo,cukierek
aprieta,ściskać
tomarlo,Weź to
tarta,ciasto
tales,taki
supremo,najwyższy
solucionar,uporządkować
sensores,Czujniki
retrato,portret
prometida,narzeczona
pagarle,Zapłacić ci
osborne,Osborne
musica,muzyka
moon,Księżyc
mejorando,poprawia się
granada,granat
espléndido,przepiękny
creando,tworzenie
carlo,Carlo
billar,bilard
acercan,Zbliżają się
yardas,Yardas
volvía,Wróciłem do
vehículos,pojazdy
tejido,tkanka
signo,podpisać
saturación,nasycenie
picnic,piknik
multa,mandat
lloviendo,deszcz
literatura,literatura
ire,pójdę
hood,Kaptur
gabriel,Gabriel
enviamos,wysyłamy
cortas,krótki
corren,Biegną
congelado,mrożony
comprobar,dowiadywać się
camarero,kelner
blade,Ostrze
bajos,Niski
actualmente,w tym momencie
turistas,turyści
sumamente,niezwykle
perderá,przegra
pagamos,płacimy
ovejas,owce
novias,Panny młode
muñecas,lalki
maní,arachid
madrina,matka chrzestna
llevarás,Weźmiesz
instintos,instynkt
hacíamos,Zrobiliśmy
enseñé,Nauczyłem
debbie,Debbie
conseguirlo,Dostać to
carbón,węgiel
avanzado,zaawansowany
avance,Osiągnięcie
autógrafo,autograf
aumentar,zwiększyć
aplauso,oklaski
viuda,wdowa
victor,Zwycięzca
vacías,pusty
universal,uniwersalny
trabaje,praca
tómala,Weź to
sorprendió,zaskoczony
ríes,śmiech
pulmón,płuco
próximas,Następny
pai,Pai
orcos,Orki
my,Mój
min,Min
mick,Mick
mezcla,mieszać
meto,ja też
melanie,Melanie
jessie,Jessie
inglesa,język angielski
independencia,niezależność
huésped,Gość
extrañar,chybić
encantar,Miłość
destruyendo,niszczenie
corresponde,odpowiada
correctamente,prawidłowo
coco,orzech kokosowy
asustando,przestraszyć
andie,Andie
administrador,administrator
abogada,prawnik
tierno,miękki
soledad,samotność
reynolds,Reynolds
recuerdes,Pamiętać
pope,Papież
perderemos,Przegramy
osos,Niedźwiedzie
oírte,słyszeć Cię
jeanie,Jeanie
flash,błysk
escribiste,napisałeś
depresión,depresja
collins,Collins
caramelos,cukierki
basado,na podstawie
aventuras,przygoda
aumenta,wzrasta
amada,kochany
agotado,wyczerpany
agarré,chwyt
trabajador,pracownik
rodar,rolka
robinson,Robinson
repite,powtarzać
recordaré,będę pamiętał
quatermain,Quatermain
llover,deszcz
jamie,Jamie
führer,Führer
entendió,zrozumiany
darcy,Darcy
danielle,Danielle
contactar,kontakt
agradecería,doceniać
usaré,będzie nosić
truman,Truman
troy,Troy
tomaba,wziąłem
sujétate,Pasować do siebie
sospechas,podejrzenia
soplón,kapuś
skywalker,Skywalker
sándwich,kanapka
reunido,Zebrane
prepare,Przygotowywać
norteamericanos,Amerykanie z Ameryki Północnej
hallado,znaleziony
gustaban,Oni lubili
festival,festiwal
eventos,wydarzenia
escriba,skryba
escogió,on wybrał
demuestra,przedstawia
déjelo,Zostaw to
carrie,Carrie
barata,tani
banquete,święto
arreglos,ustalenia
alcanzado,osiągnięty
acostarme,Iść do łóżka
sentiste,Poczułeś
plomo,Ołów
perdería,Straciłbym
noté,Zauważyłem
gibson,Gibson
fuí,byłam
destruida,zniszczony
desperdicio,marnować
conveniente,wygodny
apártense,Wysiadać
andrea,Andrea
amarilla,żółty
agarren,złapać
yate,jacht
vendré,przyjdę
soportarlo,znieść
sid,Sid
sencilla,prosty
regresaremos,Wrócimy
regimiento,pułk
quitarte,na wynos
ponme,Załóż mnie
peleamos,Walczymy
obiwan,Obi wan
newport,Newport
muevanse,przenosić
menelao,Menelao
manicomio,Szpital psychiatryczny
lesbiana,lesbijka
juzgado,sąd
jugaba,grałem
inventó,wynalazek
injusto,niesprawiedliwy
farsa,farsa
estribor,sterburta
esencial,niezbędny
encontraba,znalazłem
conjunto,ustawić
comprendido,zrozumiany
comercio,handel
chau,do widzenia
cazas,bojownicy
atado,zawiązany
alimentos,żywność
vagón,wóz
tranquilidad,spokój
torta,ciasto
similar,podobny
sauron,Sauron
quedaste,Zostałeś
mandaron,Wysłali
hondo,głęboko
holmes,Holmes
haciéndolo,robić to
gripe,grypa
er,ER
dirigen,bezpośredni
diferencias,Różnice
calibre,kaliber
botes,łodzie
borrar,usuwać
asquerosa,obrzydliwe
apague,wyłączyć coś
ahh,Ahh
abismo,przepaść
zoológico,ogród zoologiczny
salvación,zbawienie
rj,RJ
querrán,Będą chcieli
propiedades,nieruchomości
permita,Umożliwić
matty,Matty
llevaste,Nosiłeś
llenas,Pełny
invento,wynalazek
inferior,niżej
huéspedes,goście
hoteles,Hotele
gigantes,Giants
flujo,przepływ
esperábamos,spodziewaliśmy się
encantaba,kochany
ebrio,pijany
duncan,Duncan
dormí,spałem
decides,Decydujesz
cobertura,zasięg
cigarro,cygaro
acepte,Zaakceptować
traía,przyniósł
terminemos,Skończmy
susie,Susie
seguirás,Będziesz kontynuował
reconocí,rozpoznałem
proxima,Proxima
ponle,Umieść to
plasma,osocze
monitor,monitor
lunar,kret
hamilton,Hamilton
escucharlo,Usłysz to
descarga,pobierać
cuidaré,Zajmę się
cometiendo,zobowiązanie się
centímetros,cm
capturado,złapany
baby,Dziecko
ardiente,palenie
usaremos,użyjemy
traten,Traktować
terminaron,Skończyli
sacaremos,Wyjmimy
rodando,walcowanie
renuncio,wychodzę
recomiendo,polecam
ponía,umieścić
policias,Policja
papeleo,Papierkowa robota
novios,parę
medicación,lek
klingon,Klingon
hans,Hans
fu,Fu
escenas,Sceny
equivocados,zło
eiia,Eiia
cortaron,Wycinają
contratos,Kontrakty
contaba,Liczył
clinton,Clinton
camilla,nosze
bla,Bla
bellas,Piękny
ash,Popiół
adecuada,odpowiedni
viviente,żyjący
thelma,Thelma
secuestrado,porwany
religioso,religijny
regresaste,Wracasz
permites,Pozwalasz
perfectos,Doskonały
pelicula,film
mínima,minimalny
luchador,wojownik
lámpara,lampa
famosos,Słynny
extraterrestres,pozaziemskie
escotilla,właz
duane,Duane
dolió,czy to bolało
condenada,skazany
andaba,On był
traficante,Handlarz
tiras,paski
tardaré,To zajmie
shane,Shane
salvé,Grad
regresas,Ty powracasz
recordarlo,Pamiętam
molestaría,Nie zawracałbym sobie głowy
long,Długi
llamará,Dzwonić do
feria,sprawiedliwy
febrero,Luty
eventualmente,w końcu
escondite,kryjówka
duerma,Spać
dijeras,powiedziałem
creció,dorastałem
colinas,Wzgórza
atrevas,odważyć się
ataquen,Atakują
apunten,punkt
antiguas,starożytny
adolescentes,nastolatki
acusaciones,oskarżenia
supuse,Założyłam
sgto,SGTO
recado,wiadomość
programado,zaprogramowane
prince,Książę
patria,ojczyzna
pariente,względny
necesaria,niezbędny
monkey,Małpa
mecánico,mechanik
joya,klejnot
inútiles,bezużyteczny
hara,To będzie
ejecutivo,wykonawczy
dulzura,słodycz
disparé,Jest gorąca
disparaste,Wyzwoliłeś
detendrá,To się zatrzyma
desconocidos,nieznajomi
comprarme,Kup mi
bién,Dobry
anakin,Anakin
agamenón,Agamemnon
videos,filmy
veredicto,werdykt
trajimos,Przywieźliśmy
tocan,Dotykają
tiré,rzuciłem
tardar,opóźnienie
suenas,Brzmisz
sidney,Sidney
reservas,Rezerwacje
reciben,Otrzymali
invita,Zapraszać
guy,Facet
granadas,granaty
grabado,Nagrany
falda,spódnica
extraordinaria,Nadzwyczajny
escondidas,ukryty
direcciones,adresy
comparado,porównywany
clan,klan
besos,Pocałunki
angel,anioł
afortunada,Szczęśliwy
ácido,kwas
tiren,Zakręt
pongamos,Włóżmy
planetas,planety
perdon,Przepraszam
pañales,pieluchy
moriría,chciałbym umrzeć
mexicano,Meksykańskie
marchó,maszerował
man,Człowiek
maletero,pień
kendall,Kendall
individuo,indywidualny
huelga,strajk
habitual,zwykły
extranjeros,zagraniczny
deseado,poszukiwany
dada,Dadaist
cohetes,rakiety
cocinero,szef kuchni
científica,naukowy
casaste,Mieszałeś
bigote,wąsy
avanza,tak trzymaj
atrapó,złapany
ansioso,niespokojny
taco,Taco
stacy,Stacy
soze,Soze
sana,Furia
peleen,walka
pasteles,ciastka
mirado,wyglądał
marinero,marynarz
echando,rzucanie
descubrieron,Oni odkryli
confesar,wyznać
compartimos,dzielimy
casey,Casey
boy,Chłopak
bicho,błąd
avisa,ostrzega
atajo,skrót
aló,Cześć
acostarse,połóż się
voluntarios,Wolontariusze
sue,Pozwać
marcador,znacznik
maquina,maszyna
hayes,Jest
gallinas,Kurczaki
franklin,Franklin
estallar,pękać
desafío,wyzwanie
decida,decydować
dash,kropla
cuadros,obrazy
contador,lada
británica,brytyjski
autor,autor
arde,oparzenie
absoluta,absolutny
vera,Vera
trece,trzynaście
supervisor,kierownik
solitaria,samotny
rindo,Rindo
paquetes,pakiety
oriente,Wschód
lastimarte,zranić się
jeremy,Jeremy
inestable,nietrwały
habernos,Posiadać
fans,Fani
enseñaron,Nauczyli
duermen,Oni śpią
documental,film dokumentalny
divina,Boski
criar,rasa
casarnos,wyjść za mąż
benjamin,Benzoes
bandidos,bandyci
agradecerle,Dziękuję
abdomen,brzuch
tortuga,żółw
tocarme,Dotknij mnie
tire,Opona
revisen,Sprawdzać
pañuelo,chusteczka
little,Mały
levantarse,wstawać
imperial,cesarski
felix,Felix
deprimido,przygnębiony
cadera,biodro
bandeja,taca
aparezca,pojawić się
visitantes,goście
tumor,guz
todopoderoso,wszechmocny
tentación,pokusa
sugerencia,sugestia
seguirán,Będą kontynuować
seguidores,Obserwujący
sauniere,Sauniere
saldrán,Wyjdą
record,nagrywać
pruebe,Próbować
ponla,Umieść to
permitirá,pozwoli
permanece,pozostaje
on,NA
olvidemos,Zapomnij
nixon,Nixon
mueran,Oni umierają
mariposa,motyl
hockey,hokej
fumo,palę
firmes,solidny
echas,Ty rzucasz
drew,Rysował
crítico,krytyczny
carros,samochody
caravana,karawana
bestias,Bestie
beckett,Beckett
barrera,bariera
acerquen,Zbliżają się
velma,Velma
valentín,Cicha sympatia
tráelo,przynieś to
satisfacción,zadowolenie
revelar,ujawnić
mueven,Oni ruszają się
mosca,latać
michel,Michel
metida,zawiązany
mascotas,Zwierzęta
hicks,Hicks
hablábamos,Rozmawialiśmy
ejércitos,Armie
discutimos,dyskutujemy
declarar,zadeklarować
coop,KOOPERACJA
conozcan,Wiedzieć
colocar,miejsce
cinturones,pasy
ayudara,pomóc
asumir,przypuszczać
asesinaron,Zamordowali
arnold,Arnold
alquilar,wynajem
agujeros,dziury
vuelos,Loty
slim,Szczupły
sirvió,podawane
sirva,podawać
ruidos,dźwięki
rincón,narożnik
quito,Quito
putos,pierdolony
patear,kopnięcie
paracaídas,spadochron
mear,siki
irlanda,Irlandia
honrado,zaszczycony
gerry,Gerry
escrita,pisemny
complace,Proszę
cojo,kiepski
cazando,polowanie
capilla,kaplica
america,Ameryka
volviera,Powrót
verificar,zweryfikować
suélteme,Zabierz mnie stąd
skinner,Skinner
sirvientes,słudzy
senadora,Senator
semilla,nasionko
salio,wyszedł
quinta,Piąty
pertenecen,Oni należą
pendientes,kolczyki
partidos,mecze
nazi,nazi
nate,Nate
misterios,Arkana
instrumento,instrument
háganlo,Zrób to
hacienda,Organy podatkowe
fuma,pali
explique,Wyjaśnić
esparta,Sparta
escribes,ty piszesz
diseñado,zaprojektowany
cleveland,Cleveland
canalla,łajdak
cambias,Ty zmieniasz
vaqueros,kowboje
tronco,pień
toallas,Ręczniki
tendrían,Mieliby
significaba,To znaczyło
sientan,czuć
salidas,Odloty
políticas,Zasady
passepartout,Passepartout
oriental,orientalny
mutuamente,wzajemnie
lila,liliowy
lenning,Lenning
intimidad,Prywatność
grabando,nagranie
georgia,Gruzja
filmar,filmować
fenomenal,fenomenalny
fbl,Fbl
falsas,FAŁSZ
evacuar,ewakuuję
duelo,pojedynek
dormiste,Spałeś
dinosaurios,Dinozaury
dados,kości
cruza,krzyże
conseguiremos,Dostaniemy
confíe,zaufanie
conexiones,znajomości
cómplice,wspólnik
cerradura,zamek
asesor,doradca
admitirlo,przyznać
addison,Addison
winston,Winston
vagabundo,bezdomny
tomarme,Weź mnie
tarda,To wymaga
sonriendo,Uśmiechając się
so,południowy zachód
revisando,Recenzja
prudente,ostrożny
postal,Pocztówka
po,PO
pizzas,Pizze
mariscal,marszałek
marcos,ramki
marcharse,Zostawić
lava,myć się
kgb,KGB
flanco,skrzydło
explico,wyjaśniam
escúchenme,Posłuchaj mnie
encárgate,Wchodzić
decidiste,Ty decydujesz
confuso,zdezorientowany
condenados,skazany
comiencen,zaczynać
coman,jeść
cerrando,zamknięcie
cd,płyta CD
vientos,wiatry
traicionó,Zdradził
suyas,jego
suelen,Oni zazwyczaj
romántica,romantyczny
